date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:55:31	17507/17507	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Jun%202022%2014:25:30%20GMT	http://www.basantrubber.net/more/contactus	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/more/contactus-2.html	(from http://www.basantrubber.net/)
19:55:32	30229/30229	---M--	200	added ('OK')	image/png	etag:%22b35bf88aab64d51:0%22	http://www.basantrubber.net/images/logo-footer.png	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/images/logo-footer.png	(from http://www.basantrubber.net/)
19:55:34	2782/2782	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2015%20Jun%202022%2014:25:32%20GMT	http://www.basantrubber.net/bundles/jqueryajax?v=IMXBmB_c0K8ZZccXtAxCWg_mQELDPMfUwu-DiSHaSzc1	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/bundles/jqueryajax3b58	(from http://www.basantrubber.net/)
19:55:36	25542/25542	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2015%20Jun%202022%2014:25:32%20GMT	http://www.basantrubber.net/bundles/jqueryVal?v=wJAQ_f_24QBWBEIoE3L4x8upbcthRkT4CIbRAC02jWY1	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/bundles/jqueryValc077	(from http://www.basantrubber.net/)
19:55:37	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Jun%202022%2014:25:36%20GMT	http://www.basantrubber.net/Content/fonts/slick.eot	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/Content/fonts/slick.37.delayed	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
19:55:38	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Jun%202022%2014:25:36%20GMT	http://www.basantrubber.net/Content/fonts/slick.eot?	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/Content/fonts/slick.38d41d.delayed	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
19:55:38	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Jun%202022%2014:25:38%20GMT	http://www.basantrubber.net/Content/fonts/slick.svg	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/Content/fonts/slick.39.delayed	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
19:55:39	2904/2904	---M--	200	added ('OK')	application/octet-stream	etag:%22425ed690ab64d51:0%22	http://www.basantrubber.net/fonts/lg.eot?n1z373	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/fonts/lgd641.eot	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
19:55:41	2904/2904	---M--	200	added ('OK')	application/octet-stream	etag:%22425ed690ab64d51:0%22	http://www.basantrubber.net/fonts/lg.eot?	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/fonts/lgd41d.eot	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
19:55:42	2836/2836	---M--	200	added ('OK')	font/x-woff	etag:%22d327c791ab64d51:0%22	http://www.basantrubber.net/fonts/lg.woff?n1z373	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/fonts/lgd641.woff	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
19:55:43	2760/2760	---M--	200	added ('OK')	application/octet-stream	etag:%2215cd6791ab64d51:0%22	http://www.basantrubber.net/fonts/lg.ttf?n1z373	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/fonts/lgd641.ttf	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
19:55:44	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Jun%202022%2014:25:43%20GMT	http://www.basantrubber.net/fonts/lg.svg?n1z373	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/fonts/lg.3ed641.delayed	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
19:55:44	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Jun%202022%2014:25:43%20GMT	http://www.basantrubber.net/img/vimeo-play.png	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/img/vimeo-play.3f.delayed	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
19:55:45	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Jun%202022%2014:25:44%20GMT	http://www.basantrubber.net/img/video-play.png	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/img/video-play.40.delayed	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
19:55:46	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Jun%202022%2014:25:44%20GMT	http://www.basantrubber.net/img/youtube-play.png	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/img/youtube-play.41.delayed	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
19:55:46	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Jun%202022%2014:25:46%20GMT	http://www.basantrubber.net/img/loading.gif	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/img/loading.42.delayed	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
19:55:48	8058/8058	---M--	200	added ('OK')	application/octet-stream	etag:%22428a188fab64d51:0%22	http://www.basantrubber.net/fonts/Flaticon.eot	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/fonts/Flaticon.eot	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
19:55:50	8058/8058	---M--	200	added ('OK')	application/octet-stream	etag:%22428a188fab64d51:0%22	http://www.basantrubber.net/fonts/Flaticon.eot?	C:/Users/bagak/OneDrive/Desktop/Project2/www.basantrubber.net/fonts/Flaticond41d.eot	(from http://www.basantrubber.net/Content/css?v=U8INsWj_uOEwxOrlVxdDfOA6uHfgHrhYyXTtU7seqZM1)
